Year,Month,Total_Tax_Revene,Total grants,other_revenue,Date,Agriculture,Human capital development,General total expenditure,Total Central Gov't spending,Total Local Gov't spending,Core Inflation,Purchasing Managers Index,Composite Economic Activity Index,Exchange_rate,Fiscal Balance,Fiscal_Balance,revenue_growth_rate,expenditure_growth_rate,revenue_expenditure_ratio,tax_share,grant_share,health_expenditure_share,agriculture_expenditure_share,Agriculture_share,Human capital development_share
1997,7,145.0634283333333,81.0375683333333,0.04286,1997-07-01,,,78.8590683333333,58.4405622751667,16.4191860581667,,,,,-1.60336000000001,66.20436,,,1.8395275445070884,1.0,0.5586354139316322,,,,
1997,8,133.4188683333333,75.2152883333333,0.31358,1997-08-01,,,99.1015283333333,77.9549122751667,13.7114660581667,,,,,-29.6036,34.31734,-8.02721963336106,25.6691594610732,1.3462846696427504,1.0,0.5637530078985205,,,,
1997,9,149.0650683333333,83.0383883333333,0.19668,1997-09-01,,,104.761778333333,79.3724722751667,16.7237260581667,,,,,-28.67136,44.3032900000003,11.727126901503592,5.711566809505841,1.4228955512671355,1.0,0.5570613508702535,,,,
1997,10,151.62440833333332,85.2097283333333,0.10468,1997-10-01,,,98.1840183333333,76.1454022751667,13.6466560581667,,,,,-18.38145,53.44039000000002,1.716928069476964,-6.278778486434677,1.544288071594001,1.0,0.5619789667769518,,,,
1997,11,139.8580383333333,79.5757383333333,0.2223,1997-11-01,,,101.146418333333,80.9661622751667,17.2159760581667,,,,,-24.26381,38.711620000000295,-7.760208352558029,3.0171916471603444,1.3827285299655816,1.0,0.5689750784554476,,,,
1997,12,163.5639883333333,91.0538683333333,0.15012,1997-12-01,,,104.870348333333,81.6964722751667,17.4741960581667,,,,,-15.90953,58.6936400000003,16.950008939421824,3.681722063284143,1.5596781257314136,1.0,0.5566865253234785,,,,
1998,1,149.9228083333333,88.2314583333333,0.19135,1998-01-01,,,89.3257483333333,66.9951522751667,18.8991660581667,,,,,-7.33982,60.59706000000001,-8.339965379298597,-14.822683672786907,1.678382897771787,1.0,0.5885125773335466,,,,
1998,2,175.29510833333302,111.784628333333,0.28048,1998-02-01,,,98.5675583333333,77.3203122751667,16.2879760581667,,,,,10.65357,76.72754999999972,16.92357572677521,10.346188162356839,1.7784259983444495,1.0,0.6376939402140563,,,,
1998,3,197.24019833333298,127.312448333333,0.18775,1998-03-01,,,106.878388333333,83.9960522751667,15.1263360581667,,,,,19.17313,90.36180999999998,12.518940322208083,8.431607864216705,1.8454638155487428,1.0,0.6454690748088625,,,,
1998,4,146.2047183333333,82.1869683333333,0.18775,1998-04-01,,,114.654168333333,86.3096922751667,19.8738160581667,,,,,-38.19719,31.550550000000285,-25.874786393060955,7.275352970096116,1.2751801391840694,1.0,0.5621362242629857,,,,
1998,5,156.36720833333328,89.1494583333333,0.18775,1998-05-01,,,106.278998333333,78.1609322751667,24.5588160581667,,,,,-25.17596,50.088210000000274,6.950863225104986,-7.304723519210343,1.471289820053665,1.0,0.5701288606706489,,,,
